brand,channel,sku,product,cm_source,months_active,last_sale_month,net_sales_l3m,net_sales_p3m,net_sales_l6m,cm1_l6m,cm2_l6m,cm3_l6m,ad_spend_l6m,cm3_p6m,net_sales_p6m,net_sales_ttm,cm3_ttm,net_sales_l2m,neg_cm3_months,cm_months_l6m,cm3_pct_l6m,cm3_pct_p6m,cm1_pct_l6m,cm2_pct_l6m,cm3_improving_pp,sales_trend_pct,launch_month,censored,source,age_months,vol_tier,margin_tier,cluster,cm3_target,verdict,reasons,review_month,country_verdicts,n_markets,n_markets_action,manual
Vegavero,Amazon,VV-VITA-276,Vegavero Diosmine + Hespéridine | Avec Rutine + Marronnier d’Inde + Petit Houx | Circulation Sanguine et Hémorroïdes | 100% Naturel | 120 Gélules | VEGAN,actual,11,2026-05,180437.02,126152.87,306589.89,178016.29,86663.44,60837.6,-25826.03,66439.49,222177.98,528767.87,127277.09,123307.49,0,6,19.84331577274123,29.903724032417617,58.06332687617325,28.26689425407994,-10.060408259676386,43.03045186367936,2024-07,True,first-sale proxy,22.0,1,2,2-1,21.14845361196209,Watch,between target and broken - no trigger fired,2026-05,DE:Scale|ES:Scale|FR:Scale|GB:Fix|IT:Watch|NL:Scale,6,1,False
Vegavero,Amazon,VV-VITA-277,Vegavero Vitamin B12 for Kids Spray | Natural Cherry Flavour | NO Artificial Additives | Children’s B12 Methylcobalamin & Cyanocobalamin | Natural Xylitol | 4 Months Supply | 125 Sprays | Vegan,actual,11,2026-05,20094.15,19720.06,39814.21,26117.57,11944.61,9645.88,-2298.84,8755.29,30460.760000000002,70274.97,18401.170000000002,12861.6,2,6,24.227229423866504,28.74284817581702,65.59861416313422,30.000871548123147,-4.515618751950516,1.8970023417778654,2024-07,True,first-sale proxy,22.0,2,1,1-2,22.155184361032106,Scale,"CM3% 24.2 >= target, sales +2% 3m",2026-05,DE:Fix|ES:Scale|FR:Watch|GB:Fix|IE:Watch|IT:Scale|NL:Fix,7,3,False
Vegavero,Amazon,VV-VITA-284,"Vegavero Organic Chaga Mushroom Extract | 6000 mg 10:1 Extract | 40% Polysaccharides, 30% Betaglucans | NO Additives | 120 Capsules | Vegan",actual,11,2026-05,22279.83,22164.510000000002,44444.340000000004,26750.76,12615.39,9811.57,-2803.68,10769.71,36904.93,81349.27,20581.28,15181.44,0,6,22.07608437879829,29.182307079298077,60.18935144497589,28.384694204031373,-7.106222700499789,0.520291222318922,2024-07,True,first-sale proxy,22.0,2,2,2-2,20.317363617940273,Scale,"CM3% 22.1 >= target, sales +1% 3m",2026-05,DE:Scale|ES:Scale|FR:Watch|GB:Fix|IE:Watch|IT:Watch|NL:Fix,7,2,False
Vegavero,Amazon,VV-VITA-286,Vegavero ZAAG PALMETTO + PYGEUM AFRICANUM | 500 mg zaagpalmetto-extract (20:1) & 200 mg pygeum-extract (2:1) | 45% vetzuren en 10% sterolen | VEGAN - Geen toevoegingen | 90 capsules,actual,11,2026-05,48535.14,77960.22,126495.36,83237.44,40454.7,34220.91,-6233.889999999999,40903.21,120311.9,246807.26,75124.12,20125.14,1,6,27.05309507004842,33.99764279343939,65.80276146097374,31.98117306437169,-6.9445477233909685,-37.74371083098534,2024-07,True,first-sale proxy,22.0,1,1,1-1,20.255777031789904,Defend,"top seller at target margin, momentum negative",2026-05,BE:No data|DE:Watch|ES:Defend|FR:Defend|IE:No data|IT:Defend|NL:Defend,7,0,False
Vegavero,Amazon,VV-VITA-287,"Vegavero Organic Silica Supplement 300 mg | High Bioavailability | 100% Natural from Bamboo Extracts | Supports Hair, Skin and Nail Health | 120 Capsules | Vegan",actual,11,2026-05,29849.41,53267.93,83117.34,47303.45,20417.44,17124.69,-3292.7400000000002,24957.66,94378.12,177495.46,42082.35,11613.64,1,6,20.603029403972744,26.44432841001707,56.91165044502146,24.564597471478272,-5.841299006044327,-43.96363815901989,2024-07,True,first-sale proxy,22.0,1,2,2-1,20.11255392692861,Defend,"top seller at target margin, momentum negative",2026-05,DE:Defend|ES:Defend|FR:Watch|GB:Fix|IE:Watch|IT:Defend|NL:No data,7,1,False
Vegavero,Amazon,VV-VITA-295,Vegavero Blood Sugar Control | 4 Months Supply - 120 Capsules| Chromium Picolinate + Ceylon Cinnamon Extract + Gymnema Sylvestre Extract | Blood Glucose Metabolism* | Vegan,actual,11,2026-05,18507.68,44768.31,63275.99,41224.37,20779.73,16734.78,-4044.93,21236.1,63516.05,126792.04,37970.88,15952.619999999999,3,6,26.447282768708952,33.43422646716853,65.15009879734794,32.83983387695712,-6.9869436984595765,-58.6589710444732,2024-07,True,first-sale proxy,22.0,1,1,1-1,20.852466197034133,Defend,"top seller at target margin, momentum negative",2026-05,ES:Watch|FR:Defend|GB:Fix|IE:Watch|IT:Defend|NL:Watch,6,1,False
Vegavero,Amazon,VV-VITA-297,Betacaroteno Plus Vegavero | Aceite Vitamina E + Astaxantina | ACTIVADOR BRONCEADO | TCM aceite | 120 Capsulas – Para 4 Meses | Sin Aditivos | Vegano,actual,11,2026-05,22535.69,9599.92,32135.61,17809.61,7948.03,3417.57,-4530.53,5591.58,22424.47,54560.08,9009.15,14496.93,3,6,10.63483780142963,24.93517126603215,55.42017095676728,24.732780862102818,-14.30033346460252,134.7487270727256,2024-07,True,first-sale proxy,22.0,2,3,3-2,22.414968779829504,Fix,CM3% 10.6 vs target 22.4,2026-05,DE:Fix|ES:Fix|FR:Fix|GB:Fix|IE:Fix|IT:Scale|NL:Harvest,7,5,False
Vegavero,Amazon,VV-VITA-298,Vegavero Zwarte MACA capsules + TRIBULUS | 5000 mg Maca zwart + 1.200 mg Tribulus Terrestris | Laboratorium getest | Geen toevoegingen | Veganistisch,actual,11,2026-05,17617.92,20713.83,38331.75,24331.47,12268.17,8769.64,-3498.5299999999997,11386.49,35433.03,73764.78,20156.13,11626.32,3,6,22.878266711016323,32.135242173757085,63.47602183568451,32.00524369484827,-9.256975462740762,-14.946101228020137,2024-07,True,first-sale proxy,22.0,2,1,1-2,19.657192766317475,Watch,between target and broken - no trigger fired,2026-05,DE:Watch|ES:Watch|FR:Scale|GB:Harvest|IT:Scale|NL:Watch,6,0,False
Vegavero,Amazon,VV-VITA-301,"Vegavero ZM+ capsules | Zink, magnesium, vitamine B6 | Premie: met AquaminTM marien magnesium, zinkaspartaat + citraat | Hoge biologische beschikbaarh",actual,11,2026-05,11471.83,12265.81,23737.64,16687.2,8906.44,7468.99,-1437.3600000000001,7410.28,20477.06,44214.7,14879.27,7083.35,1,6,31.46475386769704,36.18820279864394,70.29847954556561,37.52032636774339,-4.723448930946901,-6.473115106136484,2024-07,True,first-sale proxy,22.0,3,1,1-3,21.099331506467305,Watch,between target and broken - no trigger fired,2026-05,DE:Scale|ES:Watch|FR:Fix|GB:Watch|IE:Defend|IT:Scale|NL:No data,7,1,False
Vegavero,Amazon,VV-VITA-303,"Vegavero BRANDNETEL Complex | 100% GROENTE | Met extracten van berk, paardenbloem en brandnetel | Alternatief voor drainagetabletten | 120 capsules | Vegan",actual,11,2026-05,35160.32,17185.19,52345.51,33992.08,16399.670000000002,6174.24,-10225.32,9778.79,32436.699999999997,84782.20999999999,15953.03,26477.72,2,6,11.795166385808448,30.14730228414112,64.9379096698074,31.329659411093715,-18.35213589833267,104.59663233284009,2024-07,True,first-sale proxy,22.0,2,3,3-2,18.494557824689874,Fix,CM3% 11.8 vs target 18.5,2026-05,BE:No data|DE:Scale|ES:Fix|FR:Fix|IE:No data|IT:Watch|NL:Watch,7,2,False
Vegavero,Amazon,VV-VITA-304,Folsäure 400μg Kapseln | Premium: Quatrefolic 5-MTHF Folat | Rohstoff aus Italien | Kinderwunsch - Schwangerschaft | Ohne Zusatzstoffe | Deutsche Produktion Vegavero,actual,11,2026-05,19351.96,38720.72,58072.68,37438.11,15008.96,12880.61,-2128.26,18247.9,70204.48,128277.16,31128.51,5540.09,1,6,22.180154248090496,25.992500763484045,64.46768084407333,25.8451306190794,-3.81234651539355,-50.02169381147872,2024-07,True,first-sale proxy,22.0,1,1,1-1,19.17811361188539,Defend,"top seller at target margin, momentum negative",2026-05,DE:Defend|ES:Watch|FR:Watch|GB:Harvest|IE:Watch|IT:Defend|NL:Fix,7,1,False
Vegavero,Amazon,VV-VITA-307,Vitamine B3 Nicotinamide Vegavero® | 180 Gélules | Formule Pure (Flush Free) | Sans additifs | VEGAN,actual,11,2026-05,15857.279999999999,16398.74,32256.02,21319.079999999998,8346.8,6494.57,-1852.24,7139.47,29394.3,61650.32,13634.04,11102.09,2,6,20.134443121005006,24.28862058290213,66.09333699569878,25.876720066517812,-4.154177461897124,-3.301839043731425,2024-07,True,first-sale proxy,22.0,2,2,2-2,18.864690017034786,Scale,"CM3% 20.1 >= target, sales -3% 3m",2026-05,DE:Watch|ES:Fix|FR:Fix|IE:Watch|IT:Defend|NL:Fix,6,3,False
Vegavero,Amazon,VV-VITA-308,Enzym Komplex | Bromelain - Papain - Amylase - Lipase - Cellulase | Magensaftresistente DRCaps | Natürliche Verdauungsenzyme | Laborgeprüft | Ohne Zusatzstoffe | Deutsche Produktion Vegavero,actual,11,2026-05,16999.53,19699.63,36699.16,22115.3,10806.6,8810.43,-1996.14,9182.68,30561.39,67260.55,17993.11,10049.3,0,6,24.007170736332927,30.046669997666992,60.26105229656482,29.44645054546207,-6.039499261334065,-13.706348799444468,2024-07,True,first-sale proxy,22.0,2,1,1-2,20.13328619831387,Watch,between target and broken - no trigger fired,2026-05,DE:Scale|ES:Watch|FR:Scale|GB:Fix|IE:Fix|IT:Watch|NL:No data,7,2,False
Vegavero,Amazon,VV-VITA-31,"Vegavero Papaya Enzyme | 2,100 mg Papain | 100% Natural: Carica Papay Fruit Extract | NO Additives | 120 Vegan Capsules",actual,11,2026-05,27249.28,23543.62,50792.9,32262.29,15913.34,12372.39,-3541.0099999999998,17626.8,55577.29,106370.19,29999.19,17743.48,0,6,24.35850286162042,31.71583213215326,63.517322302920284,31.329851219363334,-7.357329270532841,15.739550672326516,2024-07,True,first-sale proxy,22.0,1,1,1-1,20.896280490210646,Scale,"CM3% 24.4 >= target, sales +16% 3m",2026-05,DE:Scale|ES:Watch|FR:Scale|GB:Fix|IE:Scale|IT:Scale|NL:No data,7,1,False
Vegavero,Amazon,VV-VITA-310,"Vegavero BERGAMOT Supplement | 1250 mg Extract (15:1) | 120 Capsules (2 Months Supply) | 40% BIOFLAVONOIDS | Citrus Bergamia | NO Additives, Lab-Tested | Vegan",actual,11,2026-05,69812.39,53932.94,123745.33,82143.08,44294.04,37100.37,-7193.59,16284.25,44899.25,168644.58,53384.62,46502.59,0,6,29.98122838251755,36.26842319192414,66.38075149987478,35.79451442733233,-6.287194809406593,29.442952674191314,2024-07,True,first-sale proxy,22.0,1,1,1-1,22.929765626989024,Scale,"CM3% 30.0 >= target, sales +29% 3m",2026-05,DE:Scale|ES:Scale|FR:Scale|GB:Watch|IE:Scale|IT:Scale|NL:Scale,7,0,False
Vegavero,Amazon,VV-VITA-311,"Vegavero NAC Supplement | 100% Pure N-Acetyl-Cysteine 600 mg | Lab Tested, NO Additives | 180 Capsules | Vegan",actual,11,2026-05,55111.799999999996,82994.82,138106.62,83473.3,33551.74,25753.55,-7798.13,30664.58,115528.79,253635.41,56418.13,25969.89,1,6,18.647585466938516,26.542803746148476,60.44120115313807,24.294085250945972,-7.89521827920996,-33.59609672025316,2024-07,True,first-sale proxy,22.0,1,2,2-1,20.078697735564603,Watch,between target and broken - no trigger fired,2026-05,DE:Defend|ES:Defend|FR:Watch|GB:Fix|IE:Fix|IT:Watch|NL:No data,7,2,False
Vegavero,Amazon,VV-VITA-313,Vegavero BOSWELLIA SERRATA | 9450 mg 15:1 Extract 85% Boswellic Acids | NO Additives | Indian Frankincense Gum Resin Extract | Supports Healthy Bones and Joints | 120 Capsules | Vegan,actual,11,2026-05,37526.49,46177.98,83704.47,55458.74,27550.920000000002,23301.18,-4249.84,23111.85,67785.92,151490.39,46413.03,22234.25,0,6,27.837438072303666,34.09535490556151,66.25541025467338,32.914514601191556,-6.257916833257841,-18.73509841703774,2024-07,True,first-sale proxy,22.0,1,1,1-1,20.9548810495306,Defend,"top seller at target margin, momentum negative",2026-05,DE:Watch|ES:Defend|FR:Defend|GB:Watch|IE:Scale|IT:Defend,6,0,False
Vegavero,Amazon,VV-VITA-314,Vegavero Glycin Pulver 1000g mit Messlöffel – 100% Aminosäure hochdosiert - reines Glycine Pulver ohne Zusatzstoffe - fein löslich - Laborgeprüft & vegan,actual,11,2026-05,366244.93,325743.85,691988.78,492139.74,222220.79,182805.6,-39415.15,119639.33,388653.06,1080641.84,302444.93,237010.55,0,6,26.417422548382934,30.783066522105862,71.11961266192783,32.11335160665466,-4.3656439737229285,12.433413554852999,2024-07,True,first-sale proxy,22.0,1,1,1-1,21.25848929872177,Scale,"CM3% 26.4 >= target, sales +12% 3m",2026-05,DE:Defend|ES:Defend|FR:Watch|GB:Defend|IE:Defend|IT:Scale|NL:Watch,7,0,False
Vegavero,Amazon,VV-VITA-316,"Vegavero Organic Ceylon Cinnamon | High Strength 2500 mg Per Serving | NO Additives | Extract (5:1) from Madagascar | Lab-Tested, Non-GMO | 120 Capsules | Vegan",actual,11,2026-05,30773.78,26866.41,57640.19,34158.92,14668.93,10569.5,-4099.41,12139.07,47315.8,104955.99,22708.57,20810.45,1,6,18.337031852254476,25.655425883108812,59.26233067587042,25.449135403613347,-7.318394030854336,14.543699735096721,2024-07,True,first-sale proxy,22.0,2,2,2-2,20.34232288683095,Watch,between target and broken - no trigger fired,2026-05,DE:Defend|ES:Watch|FR:Fix|GB:Fix|IE:Scale|IT:Watch|NL:Watch,7,2,False
Vegavero,Amazon,VV-VITA-317,L-Citrullin Malat | Hochdosiert: 2000 mg Citrullin | Mit L-Arginin Base + Rote Beete | Aus Fermentation | Pre-Workout | Laborgeprüft | Vegan - Ohne Zusatzstoffe | Deutsche Produktion von Vegavero,actual,11,2026-05,48861.34,59586.38,108447.72,62093.56,25508.49,17432.7,-8075.71,21133.16,85861.52,194309.24,38565.86,25793.02,0,6,16.074750119227957,24.613074634597663,57.256676304490306,23.521462691885088,-8.538324515369705,-17.99914678488608,2024-07,True,first-sale proxy,22.0,1,2,2-1,20.280907693576484,Watch,between target and broken - no trigger fired,2026-05,DE:Defend|ES:Defend|FR:Watch|GB:Fix|IE:Watch|IT:Fix|NL:Fix,7,3,False
Vegavero,Amazon,VV-VITA-318,"Vegavero Knoflook capsules | UNIEK: Extracten van knoflook, meidoorn en olijfblad | 1% allicine - 3% flavonen - 40% oleuroperine | Laboratorium getest | Zonder toevoegingen",actual,11,2026-05,10596.52,12515.68,23112.2,14863.0,6476.18,5500.68,-975.5400000000001,5186.66,18233.32,41345.52,10687.34,5830.0599999999995,0,6,23.799897889426365,28.446053708265968,64.30802779484428,28.020612490373047,-4.646155818839603,-15.334044973984632,2024-07,True,first-sale proxy,22.0,3,1,1-3,20.510425963030574,Watch,between target and broken - no trigger fired,2026-05,DE:Scale|ES:Watch|FR:Watch|GB:Fix|IT:Watch|NL:Watch,6,1,False
Vegavero,Amazon,VV-VITA-319,OMEGA 3 6 9 BIO | VEGAN | Cholesterol et Santé Cardiovasculaire | 1400 mg d'Huile de Chia | Acides Gras Insaturés Hautement Dosés | SANS ADDITIFS | 120 Gélules | Vegavero®,actual,11,2026-05,13804.199999999999,14217.97,28022.17,17130.93,7675.42,4693.98,-2981.3399999999997,7152.43,25755.03,53777.2,11846.41,9239.39,4,6,16.750951121915257,27.771002402249195,61.13348823449434,27.39052685784149,-11.020051280333938,-2.9101904139620527,2024-07,True,first-sale proxy,22.0,2,2,2-2,19.624234431896788,Watch,between target and broken - no trigger fired,2026-05,DE:Fix|ES:Watch|FR:Fix|GB:Fix|IE:Fix|IT:Scale|NL:Watch,7,4,False
Vegavero,Amazon,VV-VITA-320,Vegavero Vegane Kollagen Kapseln hochdosiert | Einzigartig: Markenrohstoff Vollagen | Vegan mit Hyaluronsäure | Laborgeprüft | Vegan - ohne Zusatzstoffe | Deutsche Produktion,actual,11,2026-05,80311.27,78081.06,158392.33,96068.51,44717.33,29010.53,-15706.66,48855.06,159412.49,317804.82,77865.59,50937.31,1,6,18.31561540890269,30.64694617090543,60.6522487547219,28.232004668407875,-12.33133076200274,2.8562752606073825,2024-07,True,first-sale proxy,22.0,1,2,2-1,19.564797981108118,Watch,between target and broken - no trigger fired,2026-05,BE:Defend|DE:Defend|ES:Defend|FR:Watch|GB:Fix|IE:Defend|IT:Fix|NL:No data,8,2,False
Vegavero,Amazon,VV-VITA-320-V,Vegavero Advanced Vegan Collagen Supplement 500 mg | 4 Months Supply | NO Additives | Plant-Based Collagen Capsules with Hyaluronic Acid | Essential Amino Acids | Vollagen,actual,7,2026-05,30880.09,26895.45,57775.54,34886.56,19614.81,17926.21,-1688.76,2384.58,7130.63,64906.17,20310.79,19688.8,0,6,31.02733440483637,33.44136492848458,60.382923292452126,33.950024525949914,-2.4140305236482114,14.815294036723682,2025-11,False,first-sale proxy,6.0,2,1,1-2,19.789283921174214,Incubate,launched 2025-11 (6m ago); already at target CM3% - candidate for early Scale,2026-05,DE:Incubate|ES:Incubate|FR:Incubate|GB:Incubate|IE:Incubate|IT:Incubate|NL:No data,7,0,False
Vegavero,Amazon,VV-VITA-323,"Vegavero B-Relax | Natural Relaxation, Rest Support Supplement | Magnesium, Lemon Balm Extract, Zinc, Vitamin B1, B2 and B12 | 120 Capsules | Vegan",actual,1,2025-07,,,,,,,,103.19,1083.1799999999998,1083.1799999999998,103.19,,0,0,,9.526579146586903,,,,,2024-07,True,first-sale proxy,22.0,3,,,18.60455437877361,No data,fewer than 3 months with sales,2026-05,DE:No data|ES:No data|FR:No data|GB:No data|IT:No data,5,0,False
Vegavero,Amazon,VV-VITA-326,Vegavero 5-HTP capsules van Griffonia extracten | Met Ashwagandha KSM-66® en Rhodiola Rosea Rhodiolife® | Laboratorium getest | Zonder toevoegingen,actual,11,2026-05,45079.39,45818.97,90898.36,56430.12,26715.69,20782.51,-5933.16,28924.5,93306.68,184205.04,49707.01,28216.719999999998,0,6,22.86345980279512,30.999388253874216,62.08045997749575,29.390728281566354,-8.135928451079096,-1.614134931448703,2024-07,True,first-sale proxy,22.0,1,1,1-1,19.978743203736446,Defend,"top seller at target margin, momentum flat",2026-05,DE:Defend|ES:Defend|FR:Watch|GB:Fix|IT:Watch|NL:Watch,6,1,False
Vegavero,Amazon,VV-VITA-327,L-CARNITINA COMPLEX | CARNIPURE | Café Verde + Vitaminas B + Cromo | PRE WORKOUT + PARA la Figura | ALTA concentración | Energía | Sin Aditivos & Vegano | 120 Cápsulas | Vegavero®,actual,8,2026-03,18.17,404.27,422.44,217.19,95.3,94.84,-0.46,3239.02,14364.12,14786.56,3333.86,0.0,0,6,22.450525518416818,22.54937998290184,51.41321844522299,22.559416721901336,-0.09885446448502222,-95.50547901155169,2024-07,True,first-sale proxy,22.0,3,1,1-3,19.162857788559343,Fix,healthy margin but supply stalled; no sales in last 2 months (OOS / delisted?),2026-05,DE:No data|ES:No data|FR:No data|GB:Harvest|IT:Harvest,5,0,False
Vegavero,Amazon,VV-VITA-328,Vegavero Vegan Multivitamins for Women | NO Additives | 120 Capsules (2-Month Supply) | All Essential Vitamins & Minerals with Gotu Kola Extract | Lab,actual,2,2025-08,,0.0,0.0,0.0,0.0,0.0,0.0,54.53,234.72,234.72,54.53,,0,1,,23.231935923653715,,,,,2024-07,True,first-sale proxy,22.0,3,,,27.380399999999998,No data,fewer than 3 months with sales,2026-05,GB:No data,1,0,False
Vegavero,Amazon,VV-VITA-329,Vegavero Liposomale Vitamine C | Echte liposomale technologie - merkgrondstof PureWay-C®; | Laboratorium getest | Veganistisch - Geen toevoegingen,actual,11,2026-05,37182.07,76151.11,113333.18000000001,68089.0,29194.85,20099.25,-9095.65,28245.5,103187.85,216521.03,48344.75,15945.69,2,6,17.734656346888,27.372893223378526,60.07861069459094,25.760196616736597,-9.638236876490527,-51.173305287342494,2024-07,True,first-sale proxy,22.0,1,2,2-1,19.60403151486486,Watch,between target and broken - no trigger fired,2026-05,DE:Defend|ES:Watch|FR:Watch|GB:Fix|IE:Defend|IT:Defend|NL:Defend,7,1,False
Vegavero,Amazon,VV-VITA-331,"Vegavero Nootropics Brain Supplements | Ayurveda Products | NO Additives | Brahmi, Ginkgo, Panax Ginseng, DHA & B Vitamins | Vegan | 90 Capsules",actual,10,2026-04,1260.39,8124.71,9385.1,5479.22,2228.3,1966.17,-262.13,2666.83,11464.84,20849.94,4633.0,17.18,3,6,20.94990996366581,23.260943894550643,58.38211633333689,23.742954257280157,-2.3110339308848324,-84.48695399589646,2024-07,True,first-sale proxy,22.0,3,2,2-3,19.174435097463107,Watch,between target and broken - no trigger fired,2026-05,DE:Fix|ES:Fix|FR:Fix|GB:Harvest|IT:Fix|NL:No data,6,4,False
Vegavero,Amazon,VV-VITA-332,MULTIVITAMINAS Hombre | PRÓSTATA + COLESTEROL + Sistema Inmunológico | 17 Vitaminas & Sales Minerales | SIN ADITIVOS & VEGANO | Saw Palmetto + Ajo |,actual,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,2,,,,,,,2024-07,True,first-sale proxy,22.0,3,,,23.5513,No data,fewer than 3 months with sales,2026-05,FR:No data,1,0,False
Vegavero,Amazon,VV-VITA-333,"Elektrolyte Plus 1872 mg | Magnesium, Calcium, Kalium, Natrium, Chlorid + B Vitamine | Natürliche Quellen: ConcenTrace & Aquamin | Vegan & ohne Zusätze | Vegavero | 120 Kapseln",actual,11,2026-05,14104.789999999999,10480.83,24585.62,15712.5,7259.7300000000005,4404.49,-2855.16,6989.49,24105.63,48691.25,11393.98,9651.93,2,6,17.914903101894524,28.995259613625528,63.90930958828779,29.52835844692955,-11.080356511731004,34.577032544178266,2024-07,True,first-sale proxy,22.0,2,2,2-2,19.816862092059658,Watch,between target and broken - no trigger fired,2026-05,DE:Scale|ES:Fix|FR:Watch|GB:Harvest|IT:Watch|NL:Fix,6,2,False
Vegavero,Amazon,VV-VITA-335,Vegavero BIOLOGISCHE Brahmi + BIOLOGISCHE Hericium | 900 mg Bacopa monnieri & 500 mg Hericium-extract | 2% Bacosides + 2% Hericenone + 20% Polysachari,actual,5,2025-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877.5,3375.98,3375.98,877.5,0.0,0,5,,25.992452561922757,,,,,2024-07,True,first-sale proxy,22.0,3,,,19.992680735667868,No data,no margin data for this market; no sales in last 2 months (OOS / delisted?),2026-05,DE:No data|ES:No data|FR:No data|GB:No data|IT:No data|NL:No data,6,0,False
Vegavero,Amazon,VV-VITA-336,"Vegavero Organic Devil’s Claw Capsules | 4,995 mg (3:1 Extract) Daily | 90 Capsules | NO Additives | Natural Joint Support | Harpagophytum with 2,7% Harpagoside | Vegan",actual,11,2026-05,19277.65,19662.73,38940.38,25189.45,11810.92,8481.76,-3329.1800000000003,7536.5199999999995,24715.15,63655.53,16018.279999999999,12619.22,0,6,21.781400181508246,30.493523203379304,64.68722185042878,30.330777460312408,-8.712123021871058,-1.9584259154247559,2024-07,True,first-sale proxy,22.0,2,2,2-2,21.095027175078105,Scale,"CM3% 21.8 >= target, sales -2% 3m",2026-05,DE:Scale|ES:Watch|FR:Fix|GB:Watch|IE:Watch|IT:Watch|NL:Scale,7,1,False
Vegavero,Amazon,VV-VITA-337,"Vegavero Rocket | Pre Workout Supplement | Black Maca, L-Arginine, Cordyceps Sinensis, Panax Gingseng & Ashwagandha KSM 66 | NO Additives | Vegan",actual,10,2026-04,384.51,4121.48,4505.99,2562.24,1169.6100000000001,1140.93,-28.68,2833.91,10377.45,14883.44,3974.84,131.9,1,6,25.320295872827064,27.308346462763005,56.86297572786446,25.956781972441135,-1.9880505899359413,-90.6705843531935,2024-07,True,first-sale proxy,22.0,3,1,1-3,20.511484952940982,Watch,between target and broken - no trigger fired,2026-05,DE:Fix|ES:Fix|FR:Fix|GB:Harvest|IT:Fix|NL:Fix,6,5,False
Vegavero,Amazon,VV-VITA-338,Vegavero Biologische kurkuma capsules | Uniek: BIOLOGISCH Curcuma-EXTRACT – geen poeder | 14.620 mg kurkuma-equivalent per capsule | 158 mg Curcumine | Met piperine | 60 capsules | Vegan,actual,11,2026-05,11379.97,11843.04,23223.01,13130.24,5356.72,4144.79,-1211.83,4706.06,24933.45,48156.46,8850.85,7013.49,3,6,17.84777253250117,18.87448387607812,56.53978532498587,23.066432818140285,-1.0267113435769488,-3.910060254799456,2024-07,True,first-sale proxy,22.0,2,2,2-2,20.005287072305563,Watch,between target and broken - no trigger fired,2026-05,BE:No data|DE:Watch|ES:Watch|FR:Watch|GB:Fix|IE:Fix|IT:Scale|NL:Watch,8,2,False
Vegavero,Amazon,VV-VITA-339,"Vegavero L-Tyrosine Plus 1200 mg | THYROIDE* | Avec Iode, Selenium et Vitamine B | Énergie + Fatigue Mentale | 180 Gélules | VEGAN et SANS ADDITIFS",actual,11,2026-05,70342.15,69424.93,139767.08,79921.6,31527.43,19740.04,-11787.38,32991.81,139526.14,279293.22,52731.85,45825.31,0,6,14.123526083538415,23.645612212879964,57.18199163923294,22.55712146236439,-9.522086129341549,1.3211680587938672,2024-07,True,first-sale proxy,22.0,1,3,3-1,20.544081357499476,Fix,CM3% 14.1 vs target 20.5,2026-05,DE:Watch|ES:Scale|FR:Fix|GB:Fix|IE:Watch|IT:Fix|NL:Watch,7,3,False
Vegavero,Amazon,VV-VITA-340,Mariendistel + Bio Artischocke & Löwenzahn | 80% Silymarin | Hochdosiert | 120 Kapseln | Vegan & Ohne Zusätze | Deutsche Produktion von Vegavero,actual,11,2026-05,18583.35,17788.3,36371.65,21261.170000000002,8702.31,3482.7,-5219.599999999999,7174.16,29327.03,65698.68,10656.86,12469.38,4,6,9.575314839992135,24.462620319889194,58.455335405460026,23.92607979016624,-14.887305479897059,4.469510858260763,2024-07,True,first-sale proxy,22.0,2,3,3-2,18.71847685163537,Fix,CM3% 9.6 vs target 18.7,2026-05,DE:Watch|ES:Scale|FR:Fix|GB:Exit|IE:Fix|IT:Fix|NL:Scale,7,4,False
Vegavero,Amazon,VV-VITA-341,Vitamin B12 Tropfen | 50 ml ohne Alkohol | 500 Tage | Aktivformen: 80% Methyl- & 20% Adenosylcobalamin | 500 µg B-12 flüssig | Laborgeprüft & Keine Konservierungsstoffe | Vegavero,actual,11,2026-05,21158.71,18991.25,40149.96,23883.760000000002,10544.26,7522.05,-3022.28,6501.17,27103.78,67253.74,14023.22,13291.75,4,6,18.734887905243244,23.98621151736031,59.48638554060827,26.262193038299415,-5.251323612117066,11.412940169815041,2024-07,True,first-sale proxy,22.0,2,2,2-2,20.757945612749566,Watch,between target and broken - no trigger fired,2026-05,BE:No data|DE:Fix|ES:Fix|FR:Watch|GB:Fix|IE:Watch|IT:Scale|NL:Fix,8,4,False
Vegavero,Amazon,VV-VITA-342,Vegavero Vitamin D3 K2 Tropfen Vegan für 365 Tage - 1.000 Vitamin D3 + 25 µg Vitamin K2 all-trans - Vitamin D3 Tropfen laborgeprüft & ohne Konservierungsstoffe - Vitamin D3 K2 Tropfen mit Pipette,actual,11,2026-05,11689.32,14539.17,26228.489999999998,15103.890000000001,6984.38,4861.95,-2122.38,7517.66,29059.49,55287.98,12379.61,7421.24,4,6,18.53690395444038,25.86989654670471,57.585816034396196,26.628982453812633,-7.332992592264329,-19.601187688155516,2024-07,True,first-sale proxy,22.0,2,2,2-2,20.238896205085755,Watch,between target and broken - no trigger fired,2026-05,BE:No data|DE:Watch|ES:Watch|FR:Watch|GB:Fix|IE:Fix|IT:Scale|NL:No data,8,2,False
